sample_id,attribute,object,question,visual_answer,prior_answer,cf_image,std_image,source
mmstar_finegrained_0191,mmstar_finegrained,object,What is the dominant color in this image?,brown,blue,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0191_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0191_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0192,mmstar_finegrained,object,What is the dominant color in this image?,pink,blue,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0192_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0192_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0193,mmstar_finegrained,object,What is the dominant color in this image?,brown,pink,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0193_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0193_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0194,mmstar_finegrained,object,What is the dominant color in this image?,blue,brown,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0194_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0194_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0195,mmstar_finegrained,object,What is the dominant color in this image?,purple,red,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0195_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0195_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0196,mmstar_finegrained,object,What is the dominant color in this image?,green,red,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0196_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0196_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0197,mmstar_finegrained,object,What is the dominant color in this image?,brown,orange,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0197_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0197_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0198,mmstar_finegrained,object,What is the dominant color in this image?,brown,purple,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0198_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0198_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0199,mmstar_finegrained,object,What is the dominant color in this image?,brown,orange,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0199_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0199_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0200,mmstar_finegrained,object,What is the dominant color in this image?,pink,orange,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0200_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0200_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0201,mmstar_finegrained,object,What is the dominant color in this image?,green,brown,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0201_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0201_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0202,mmstar_finegrained,object,What is the dominant color in this image?,green,orange,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0202_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0202_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0203,mmstar_finegrained,object,What is the dominant color in this image?,blue,orange,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0203_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0203_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0204,mmstar_finegrained,object,What is the dominant color in this image?,pink,blue,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0204_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0204_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0205,mmstar_finegrained,object,What is the dominant color in this image?,purple,orange,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0205_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0205_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0206,mmstar_finegrained,object,What is the dominant color in this image?,blue,yellow,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0206_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0206_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0207,mmstar_finegrained,object,What is the dominant color in this image?,blue,orange,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0207_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0207_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0208,mmstar_finegrained,object,What is the dominant color in this image?,blue,brown,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0208_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0208_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0209,mmstar_finegrained,object,What is the dominant color in this image?,green,yellow,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0209_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0209_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0210,mmstar_finegrained,object,What is the dominant color in this image?,orange,blue,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0210_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0210_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0211,mmstar_finegrained,object,What is the dominant color in this image?,pink,brown,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0211_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0211_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0212,mmstar_finegrained,object,What is the dominant color in this image?,blue,red,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0212_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0212_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0213,mmstar_finegrained,object,What is the dominant color in this image?,red,blue,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0213_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0213_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0214,mmstar_finegrained,object,What is the dominant color in this image?,red,blue,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0214_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0214_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0215,mmstar_finegrained,object,What is the dominant color in this image?,yellow,blue,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0215_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0215_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0216,mmstar_finegrained,object,What is the dominant color in this image?,blue,orange,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0216_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0216_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0217,mmstar_finegrained,object,What is the dominant color in this image?,blue,yellow,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0217_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0217_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0218,mmstar_finegrained,object,What is the dominant color in this image?,yellow,red,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0218_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0218_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0219,mmstar_finegrained,object,What is the dominant color in this image?,pink,green,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0219_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0219_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0220,mmstar_finegrained,object,What is the dominant color in this image?,orange,blue,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0220_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0220_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0221,mmstar_finegrained,object,What is the dominant color in this image?,red,yellow,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0221_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0221_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0222,mmstar_finegrained,object,What is the dominant color in this image?,red,blue,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0222_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0222_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0223,mmstar_finegrained,object,What is the dominant color in this image?,pink,blue,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0223_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0223_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0224,mmstar_finegrained,object,What is the dominant color in this image?,red,orange,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0224_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0224_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0225,mmstar_finegrained,object,What is the dominant color in this image?,pink,brown,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0225_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0225_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0226,mmstar_finegrained,object,What is the dominant color in this image?,orange,red,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0226_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0226_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0227,mmstar_finegrained,object,What is the dominant color in this image?,blue,orange,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0227_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0227_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0228,mmstar_finegrained,object,What is the dominant color in this image?,pink,blue,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0228_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0228_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0229,mmstar_finegrained,object,What is the dominant color in this image?,orange,red,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0229_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0229_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0230,mmstar_finegrained,object,What is the dominant color in this image?,yellow,red,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0230_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0230_std.png,mmstar_mmstar_finegrained
mmstar_finegrained_0231,mmstar_finegrained,object,What is the dominant color in this image?,blue,yellow,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0231_cf.png,arbitration_dataset/images/mmstar_finegrained/mmstar_finegrained_0231_std.png,mmstar_mmstar_finegrained
mmstar_coarse_0001,mmstar_coarse,object,What is the dominant color in this image?,orange,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0001_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0001_std.png,mmstar_mmstar_coarse
mmstar_coarse_0002,mmstar_coarse,object,What is the dominant color in this image?,red,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0002_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0002_std.png,mmstar_mmstar_coarse
mmstar_coarse_0003,mmstar_coarse,object,What is the dominant color in this image?,yellow,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0003_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0003_std.png,mmstar_mmstar_coarse
mmstar_coarse_0004,mmstar_coarse,object,What is the dominant color in this image?,pink,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0004_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0004_std.png,mmstar_mmstar_coarse
mmstar_coarse_0005,mmstar_coarse,object,What is the dominant color in this image?,brown,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0005_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0005_std.png,mmstar_mmstar_coarse
mmstar_coarse_0006,mmstar_coarse,object,What is the dominant color in this image?,green,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0006_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0006_std.png,mmstar_mmstar_coarse
mmstar_coarse_0007,mmstar_coarse,object,What is the dominant color in this image?,pink,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0007_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0007_std.png,mmstar_mmstar_coarse
mmstar_coarse_0008,mmstar_coarse,object,What is the dominant color in this image?,purple,red,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0008_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0008_std.png,mmstar_mmstar_coarse
mmstar_coarse_0009,mmstar_coarse,object,What is the dominant color in this image?,orange,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0009_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0009_std.png,mmstar_mmstar_coarse
mmstar_coarse_0010,mmstar_coarse,object,What is the dominant color in this image?,pink,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0010_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0010_std.png,mmstar_mmstar_coarse
mmstar_coarse_0011,mmstar_coarse,object,What is the dominant color in this image?,brown,red,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0011_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0011_std.png,mmstar_mmstar_coarse
mmstar_coarse_0012,mmstar_coarse,object,What is the dominant color in this image?,red,green,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0012_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0012_std.png,mmstar_mmstar_coarse
mmstar_coarse_0013,mmstar_coarse,object,What is the dominant color in this image?,pink,green,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0013_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0013_std.png,mmstar_mmstar_coarse
mmstar_coarse_0014,mmstar_coarse,object,What is the dominant color in this image?,blue,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0014_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0014_std.png,mmstar_mmstar_coarse
mmstar_coarse_0015,mmstar_coarse,object,What is the dominant color in this image?,pink,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0015_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0015_std.png,mmstar_mmstar_coarse
mmstar_coarse_0016,mmstar_coarse,object,What is the dominant color in this image?,red,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0016_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0016_std.png,mmstar_mmstar_coarse
mmstar_coarse_0017,mmstar_coarse,object,What is the dominant color in this image?,red,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0017_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0017_std.png,mmstar_mmstar_coarse
mmstar_coarse_0018,mmstar_coarse,object,What is the dominant color in this image?,pink,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0018_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0018_std.png,mmstar_mmstar_coarse
mmstar_coarse_0019,mmstar_coarse,object,What is the dominant color in this image?,red,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0019_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0019_std.png,mmstar_mmstar_coarse
mmstar_coarse_0020,mmstar_coarse,object,What is the dominant color in this image?,green,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0020_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0020_std.png,mmstar_mmstar_coarse
mmstar_coarse_0021,mmstar_coarse,object,What is the dominant color in this image?,purple,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0021_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0021_std.png,mmstar_mmstar_coarse
mmstar_coarse_0022,mmstar_coarse,object,What is the dominant color in this image?,yellow,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0022_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0022_std.png,mmstar_mmstar_coarse
mmstar_coarse_0023,mmstar_coarse,object,What is the dominant color in this image?,brown,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0023_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0023_std.png,mmstar_mmstar_coarse
mmstar_coarse_0024,mmstar_coarse,object,What is the dominant color in this image?,red,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0024_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0024_std.png,mmstar_mmstar_coarse
mmstar_coarse_0025,mmstar_coarse,object,What is the dominant color in this image?,blue,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0025_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0025_std.png,mmstar_mmstar_coarse
mmstar_coarse_0026,mmstar_coarse,object,What is the dominant color in this image?,yellow,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0026_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0026_std.png,mmstar_mmstar_coarse
mmstar_coarse_0027,mmstar_coarse,object,What is the dominant color in this image?,pink,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0027_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0027_std.png,mmstar_mmstar_coarse
mmstar_coarse_0028,mmstar_coarse,object,What is the dominant color in this image?,pink,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0028_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0028_std.png,mmstar_mmstar_coarse
mmstar_coarse_0029,mmstar_coarse,object,What is the dominant color in this image?,red,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0029_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0029_std.png,mmstar_mmstar_coarse
mmstar_coarse_0030,mmstar_coarse,object,What is the dominant color in this image?,blue,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0030_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0030_std.png,mmstar_mmstar_coarse
mmstar_coarse_0031,mmstar_coarse,object,What is the dominant color in this image?,brown,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0031_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0031_std.png,mmstar_mmstar_coarse
mmstar_coarse_0032,mmstar_coarse,object,What is the dominant color in this image?,purple,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0032_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0032_std.png,mmstar_mmstar_coarse
mmstar_coarse_0033,mmstar_coarse,object,What is the dominant color in this image?,brown,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0033_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0033_std.png,mmstar_mmstar_coarse
mmstar_coarse_0034,mmstar_coarse,object,What is the dominant color in this image?,yellow,red,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0034_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0034_std.png,mmstar_mmstar_coarse
mmstar_coarse_0035,mmstar_coarse,object,What is the dominant color in this image?,orange,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0035_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0035_std.png,mmstar_mmstar_coarse
mmstar_coarse_0036,mmstar_coarse,object,What is the dominant color in this image?,red,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0036_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0036_std.png,mmstar_mmstar_coarse
mmstar_coarse_0037,mmstar_coarse,object,What is the dominant color in this image?,purple,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0037_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0037_std.png,mmstar_mmstar_coarse
mmstar_coarse_0038,mmstar_coarse,object,What is the dominant color in this image?,pink,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0038_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0038_std.png,mmstar_mmstar_coarse
mmstar_coarse_0039,mmstar_coarse,object,What is the dominant color in this image?,purple,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0039_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0039_std.png,mmstar_mmstar_coarse
mmstar_coarse_0040,mmstar_coarse,object,What is the dominant color in this image?,red,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0040_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0040_std.png,mmstar_mmstar_coarse
mmstar_coarse_0041,mmstar_coarse,object,What is the dominant color in this image?,purple,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0041_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0041_std.png,mmstar_mmstar_coarse
mmstar_coarse_0042,mmstar_coarse,object,What is the dominant color in this image?,pink,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0042_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0042_std.png,mmstar_mmstar_coarse
mmstar_coarse_0043,mmstar_coarse,object,What is the dominant color in this image?,brown,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0043_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0043_std.png,mmstar_mmstar_coarse
mmstar_coarse_0044,mmstar_coarse,object,What is the dominant color in this image?,blue,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0044_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0044_std.png,mmstar_mmstar_coarse
mmstar_coarse_0045,mmstar_coarse,object,What is the dominant color in this image?,pink,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0045_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0045_std.png,mmstar_mmstar_coarse
mmstar_coarse_0046,mmstar_coarse,object,What is the dominant color in this image?,purple,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0046_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0046_std.png,mmstar_mmstar_coarse
mmstar_coarse_0047,mmstar_coarse,object,What is the dominant color in this image?,yellow,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0047_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0047_std.png,mmstar_mmstar_coarse
mmstar_coarse_0048,mmstar_coarse,object,What is the dominant color in this image?,blue,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0048_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0048_std.png,mmstar_mmstar_coarse
mmstar_coarse_0049,mmstar_coarse,object,What is the dominant color in this image?,red,green,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0049_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0049_std.png,mmstar_mmstar_coarse
mmstar_coarse_0050,mmstar_coarse,object,What is the dominant color in this image?,yellow,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0050_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0050_std.png,mmstar_mmstar_coarse
mmstar_coarse_0051,mmstar_coarse,object,What is the dominant color in this image?,purple,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0051_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0051_std.png,mmstar_mmstar_coarse
mmstar_coarse_0052,mmstar_coarse,object,What is the dominant color in this image?,red,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0052_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0052_std.png,mmstar_mmstar_coarse
mmstar_coarse_0053,mmstar_coarse,object,What is the dominant color in this image?,brown,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0053_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0053_std.png,mmstar_mmstar_coarse
mmstar_coarse_0054,mmstar_coarse,object,What is the dominant color in this image?,brown,green,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0054_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0054_std.png,mmstar_mmstar_coarse
mmstar_coarse_0055,mmstar_coarse,object,What is the dominant color in this image?,green,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0055_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0055_std.png,mmstar_mmstar_coarse
mmstar_coarse_0056,mmstar_coarse,object,What is the dominant color in this image?,green,red,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0056_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0056_std.png,mmstar_mmstar_coarse
mmstar_coarse_0057,mmstar_coarse,object,What is the dominant color in this image?,brown,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0057_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0057_std.png,mmstar_mmstar_coarse
mmstar_coarse_0058,mmstar_coarse,object,What is the dominant color in this image?,blue,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0058_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0058_std.png,mmstar_mmstar_coarse
mmstar_coarse_0059,mmstar_coarse,object,What is the dominant color in this image?,pink,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0059_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0059_std.png,mmstar_mmstar_coarse
mmstar_coarse_0060,mmstar_coarse,object,What is the dominant color in this image?,blue,orange,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0060_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0060_std.png,mmstar_mmstar_coarse
mmstar_coarse_0061,mmstar_coarse,object,What is the dominant color in this image?,brown,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0061_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0061_std.png,mmstar_mmstar_coarse
mmstar_coarse_0062,mmstar_coarse,object,What is the dominant color in this image?,pink,red,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0062_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0062_std.png,mmstar_mmstar_coarse
mmstar_coarse_0063,mmstar_coarse,object,What is the dominant color in this image?,purple,brown,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0063_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0063_std.png,mmstar_mmstar_coarse
mmstar_coarse_0064,mmstar_coarse,object,What is the dominant color in this image?,orange,yellow,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0064_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0064_std.png,mmstar_mmstar_coarse
mmstar_coarse_0065,mmstar_coarse,object,What is the dominant color in this image?,green,blue,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0065_cf.png,arbitration_dataset/images/mmstar_coarse/mmstar_coarse_0065_std.png,mmstar_mmstar_coarse
